ID,label
7774w8,Sate Madura
ghrvsx,Ayam Goreng
jik1vp,Rawon
gds7mm,Soto
05dnk4,Ayam Betutu
s6v0d4,Gudeg
ti4776,Sate Padang
3mj09q,Rawon
dma4tk,Ayam Betutu
gf8ws5,Kotak Putih
lgqz67,Gado Gado
ihhda9,Bakso
3kx7k0,Soto
ovqh9m,Nasi Goreng
hkpad9,Rawon
rq6lxm,Pempek
bgjeew,Ayam Betutu
p1uk7c,Soto
cbj358,Sate Padang
b13dqn,Pempek
usvpth,Nasi Goreng
9io0ro,Ayam Goreng
q4x5j0,Ayam Bakar
01z4rf,Ayam Goreng
30f84k,Gudeg
y13sh9,Rawon
nph7w2,Soto
57dwim,Ayam Pop
k30bk4,Ayam Bakar
pi1k7r,Soto
spqid4,Coto Makassar
s6rr88,Ayam Betutu
31bh5d,Ayam Goreng
d44cjy,Sate Madura
su8rbx,Gudeg
dpd7ak,Coto Makassar
2oakpq,Rawon
mpmcb8,Ayam Betutu
s3ngcp,Ayam Goreng
yooryp,Nasi Goreng
8ml0wx,Ayam Goreng
hb1jmg,Rawon
zinra3,Nasi Goreng
n40lff,Rawon
6a9y6n,Nasi Goreng
44locs,Ayam Bakar
kan9f6,Ayam Betutu
zd3s5t,Bakso
6xp92x,Ayam Pop
k2f9oi,Nasi Goreng
n1wh74,Rendang
xhmvm6,Ayam Goreng
7bwskb,Kotak Putih
r75l74,Ayam Betutu
rdkr2l,Rawon
9jyxcw,Ayam Betutu
gikvtt,Pempek
9o6h41,Bakso
pionwo,Coto Makassar
g9746o,Sate Madura
jng051,Rendang
j1lm2k,Bakso
tf9ajs,Sate Madura
